Frequency (Hz),Channel 1 Magnitude (dB)
453995,-1.27682
454373,-1.4414
454751,-1.44123
455130,-1.45288
455509,-1.55303
455888,-1.50931
456268,-1.51979
456648,-1.38842
457028,-1.35169
457408,-1.47294
457789,-1.29593
458170,-1.12201
458552,-1.35715
458934,-1.46249
459316,-1.71846
459698,-1.6366
460081,-1.30089
460464,-1.12633
460848,-1.53214
461231,-1.86382
461615,-1.2407
462000,-1.40254
462384,-1.00109
462769,-1.12793
463155,-1.53321
463540,-1.45274
463926,-1.42779
464313,-1.31074
464699,-1.0509
465086,-1.30308
465473,-1.4498
465861,-1.14939
466249,-1.14197
466637,-1.18591
467026,-1.3426
467414,-1.36843
467804,-1.08947
468193,-1.28954
468583,-1.44115
468973,-1.47126
469364,-1.41047
469754,-1.38604
470146,-1.51729
470537,-1.26948
470929,-1.3286
471321,-1.20078
471713,-1.50154
472106,-1.38541
472499,-1.13645
472893,-1.66729
473286,-1.48282
473681,-1.54163
474075,-1.18384
474470,-1.41246
474865,-1.40802
475260,-1.75533
475656,-1.3978
476052,-1.31239
476448,-1.53598
476845,-1.122
477242,-1.26261
477639,-1.34847
478037,-1.51998
478435,-1.12663
478834,-1.66486
479232,-1.34816
479631,-1.69947
480031,-1.7663
480430,-1.52779
480830,-1.0197
481231,-1.50872
481631,-1.4481
482032,-1.13231
482434,-1.16762
482836,-1.4601
483238,-1.61408
483640,-1.56463
484043,-1.23696
484446,-1.48757
484849,-1.26205
485253,-1.58886
485657,-1.28158
486061,-1.25041
486466,-1.76125
486871,-1.28625
487276,-1.51684
487682,-1.25048
488088,-1.15887
488495,-1.47579
488901,-1.38103
489308,-1.10435
489716,-1.15449
490124,-1.60208
490532,-1.53331
490940,-1.32388
491349,-1.34796
491758,-1.23488
492167,-1.4196
492577,-1.46103
492987,-1.58605
493398,-1.70891
493809,-1.70904
494220,-1.33215
494631,-1.44837
495043,-1.31493
495455,-1.36239
495868,-1.49922
496281,-1.80048
496694,-1.43296
497108,-1.24842
497522,-1.37115
497936,-1.22651
498350,-1.50132
498765,-1.66127
499181,-1.48051
499596,-1.72662
500012,-1.35426
500429,-1.5442
500845,-1.10467
501262,-1.71782
501680,-1.59591
502097,-1.13153
502516,-1.33572
502934,-1.64955
503353,-1.61472
503772,-1.73039
504191,-1.64359
504611,-1.33128
505031,-1.35597
505452,-1.34701
505873,-1.64168
506294,-1.46615
506715,-1.56194
507137,-1.76865
507560,-1.74261
507982,-1.53535
508405,-1.80452
508828,-1.50623
509252,-1.2351
509676,-1.4154
510101,-1.45164
510525,-1.75905
510950,-1.46363
511376,-1.51443
511802,-1.25042
512228,-1.7265
512654,-1.3815
513081,-1.53439
513508,-1.31135
513936,-1.42232
514364,-1.45592
514792,-1.78252
515221,-1.27951
515650,-1.68809
516079,-1.2818
516509,-1.32661
516939,-1.28025
517369,-1.66274
517800,-1.68078
518231,-1.26209
518663,-1.95914
519095,-1.72059
519527,-1.68223
519959,-1.40801
520392,-1.52165
520826,-1.44866
521259,-1.87131
521693,-1.45715
522128,-1.56834
522562,-1.64907
522998,-1.67475
523433,-1.51271
523869,-1.47635
524305,-1.63404
524742,-1.53934
525179,-1.70758
525616,-1.31815
526054,-1.85974
526492,-1.54198
526930,-1.63044
527369,-1.49762
527808,-1.69977
528247,-1.56122
528687,-1.32572
529127,-1.59236
529568,-1.69953
530009,-1.68759
530450,-1.58115
530892,-1.64581
531334,-1.50468
531776,-1.57149
532219,-1.62779
532662,-1.48392
533106,-1.70821
533550,-1.38099
533994,-1.67393
534439,-1.62897
534884,-1.60266
535329,-1.63306
535775,-1.69026
536221,-1.61681
536667,-1.67375
537114,-1.70806
537561,-1.67089
538009,-1.48512
538457,-1.5533
538905,-1.5996
539354,-1.72324
539803,-1.52205
540252,-1.59917
540702,-1.48993
541153,-1.61653
541603,-1.41252
542054,-1.64758
542505,-1.73879
542957,-1.58627
543409,-1.73634
543862,-1.54235
544315,-1.66797
544768,-1.65987
545221,-1.62288
545675,-1.65164
546130,-1.64982
546584,-1.54065
547040,-1.66441
547495,-1.61673
547951,-1.50632
548407,-1.51414
548864,-1.72731
549321,-1.77573
549778,-1.61196
550236,-1.57459
550694,-1.57491
551153,-1.62121
551612,-1.47762
552071,-1.80024
552531,-1.6541
552991,-1.78794
553451,-1.74018
553912,-1.54649
554373,-1.62312
554835,-1.70492
555297,-1.61076
555759,-1.69265
556222,-1.69993
556685,-1.59165
557148,-1.7195
557612,-1.65831
558077,-1.57585
558541,-1.64369
559006,-1.62217
559472,-1.55452
559938,-1.54308
560404,-1.6375
560871,-1.55628
561338,-1.53257
561805,-1.63514
562273,-1.53157
562741,-1.8256
563209,-1.83929
563678,-1.55383
564148,-1.69403
564617,-1.65423
565088,-1.62493
565558,-1.64638
566029,-1.47145
566500,-1.72706
566972,-1.59658
567444,-1.61439
567917,-1.58799
568389,-1.76807
568863,-1.77839
569336,-1.54137
569810,-1.55825
570285,-1.82412
570760,-1.76293
571235,-1.79473
571711,-1.84104
572187,-1.70391
572663,-1.56632
573140,-1.7188
573617,-1.66271
574095,-1.82897
574573,-1.70611
575051,-1.75579
575530,-1.89471
576009,-1.63014
576489,-1.47589
576969,-1.61392
577449,-1.84266
577930,-1.65716
578411,-1.98695
578893,-1.93053
579375,-1.64135
579857,-1.57022
580340,-2.00147
580823,-1.97145
581307,-1.86375
581791,-1.52969
582275,-1.73052
582760,-1.4878
583245,-1.53098
583731,-1.58059
584217,-1.48089
584704,-1.81071
585190,-2.07545
585678,-1.39851
586165,-1.96832
586653,-2.0614
587142,-1.93957
587631,-1.74998
588120,-1.78812
588610,-2.16632
589100,-2.29481
589590,-1.7364
590081,-1.70348
590573,-1.59301
591064,-1.76145
591557,-1.69827
592049,-2.03402
592542,-1.70888
593035,-1.8734
593529,-2.11233
594023,-2.03003
594518,-1.89593
595013,-1.86972
595508,-1.66374
596004,-1.83508
596501,-1.91815
596997,-1.96082
597494,-1.65624
597992,-2.05138
598490,-1.88569
598988,-2.18263
599487,-1.92753
599986,-1.64727
600486,-1.9689
600986,-1.64657
601486,-1.71109
601987,-1.75265
602488,-1.5659
602990,-2.24461
603492,-1.84331
603994,-1.85217
604497,-1.63594
605001,-1.78245
605504,-2.05157
606008,-1.89582
606513,-2.16977
607018,-1.64616
607523,-1.80003
608029,-1.6114
608536,-2.28142
609042,-2.00295
609549,-1.63834
610057,-1.88228
610565,-1.87979
611073,-1.88067
611582,-2.26984
612091,-1.69032
612601,-2.19818
613111,-1.67497
613622,-1.72664
614133,-2.14172
614644,-2.2354
615156,-2.22732
615668,-1.45181
616180,-1.89967
616694,-1.92785
617207,-1.7872
617721,-1.9349
618235,-1.87028
618750,-1.85743
619265,-2.16962
619781,-1.74591
620297,-2.12429
620813,-2.16768
621330,-1.77678
621848,-1.96281
622365,-2.16763
622884,-1.91307
623402,-1.81904
623921,-1.96123
624441,-2.0874
624961,-2.06645
625481,-2.00813
626002,-1.98067
626523,-1.83065
627045,-2.11212
627567,-2.21913
628090,-2.12263
628613,-1.9438
629136,-1.89124
629660,-1.92067
630184,-1.99927
630709,-2.04639
631234,-2.1667
631760,-2.17137
632286,-2.01903
632812,-2.10945
633339,-2.08219
633866,-1.76167
634394,-1.82933
634922,-1.93087
635451,-2.12266
635980,-2.02495
636510,-2.14775
637040,-2.10695
637570,-1.93793
638101,-2.10694
638632,-2.01028
639164,-2.03157
639696,-2.06486
640229,-1.87194
640762,-2.05528
641295,-2.05942
641829,-1.98466
642364,-2.00839
642899,-1.92236
643434,-1.93507
643970,-1.89374
644506,-1.90463
645043,-1.95325
645580,-1.98214
646117,-2.04839
646655,-2.00642
647194,-2.52088
647733,-2.06446
648272,-2.17454
648812,-1.97107
649352,-2.00789
649893,-2.00274
650434,-1.92827
650975,-1.87259
651517,-1.94855
652060,-2.11559
652603,-1.98293
653146,-2.03147
653690,-1.95769
654234,-2.06284
654779,-2.09689
655324,-1.9332
655870,-2.03542
656416,-1.95863
656963,-2.38979
657510,-2.20253
658057,-2.1468
658605,-2.00596
659153,-2.11518
659702,-2.01418
660251,-2.04155
660801,-2.15964
661351,-2.06139
661902,-2.18953
662453,-2.04747
663005,-2.08216
663557,-1.98525
664109,-2.09312
664662,-2.16565
665216,-1.89361
665770,-1.99029
666324,-2.01564
666879,-2.05793
667434,-1.98755
667990,-1.96356
668546,-1.9686
669103,-2.08821
669660,-1.94962
670217,-2.0934
670775,-2.04817
671334,-2.0056
671893,-2.01478
672452,-2.19749
673012,-2.13773
673573,-2.08302
674134,-2.01915
674695,-1.97147
675257,-2.0194
675819,-2.08927
676382,-2.25277
676945,-2.1797
677508,-2.07694
678073,-2.10736
678637,-2.1359
679202,-2.13189
679768,-2.03836
680334,-1.89162
680900,-1.98284
681467,-2.18103
682035,-2.17578
682603,-2.09481
683171,-1.99944
683740,-2.16822
684309,-1.97132
684879,-2.10753
685449,-1.96099
686020,-2.15958
686591,-2.15028
687163,-2.06734
687735,-2.09527
688308,-2.19135
688881,-2.13015
689454,-2.06692
690028,-2.20858
690603,-2.22203
691178,-2.16472
691753,-2.05179
692329,-2.20172
692906,-2.03495
693483,-2.10179
694060,-2.20952
694638,-2.12816
695217,-2.00778
695795,-2.18163
696375,-2.21985
696955,-2.20075
697535,-2.12608
698116,-2.14035
698697,-2.2562
699279,-2.06016
699861,-2.10449
700444,-2.10333
701027,-2.26453
701611,-2.12595
702195,-2.17397
702780,-2.1391
703365,-2.07617
703950,-2.27369
704537,-2.24179
705123,-2.1469
705710,-2.00193
706298,-2.23208
706886,-2.22162
707475,-2.19074
708064,-2.30686
708653,-2.20638
709243,-2.08806
709834,-2.12186
710425,-2.23079
711016,-2.25666
711608,-2.10527
712201,-2.25786
712794,-2.36217
713387,-2.25076
713981,-2.15774
714576,-2.17557
715171,-2.22385
715766,-2.26661
716362,-2.15172
716959,-2.21124
717556,-2.24266
718153,-2.21285
718751,-2.27033
719350,-2.11593
719949,-2.18379
720548,-2.31762
721148,-2.27727
721749,-2.29633
722350,-2.29452
722951,-2.0723
723553,-2.26424
724155,-2.21364
724758,-2.25235
725362,-2.33503
725966,-2.15789
726570,-2.31753
727175,-2.18089
727781,-2.22377
728387,-2.13413
728993,-2.19016
729600,-2.18684
730208,-2.42938
730816,-2.42684
731424,-2.33493
732033,-2.31332
732643,-2.27505
733253,-2.25504
733863,-2.23926
734474,-2.26677
735086,-2.18506
735698,-2.1507
736311,-2.25169
736924,-2.30781
737537,-2.19016
738151,-2.34857
738766,-2.30335
739381,-2.24277
739997,-2.34947
740613,-2.29686
741230,-2.25252
741847,-2.12105
742464,-2.15482
743083,-2.20647
743701,-2.24603
744321,-2.26765
744940,-2.31398
745561,-2.30831
746181,-2.4257
746803,-2.34866
747425,-2.33816
748047,-2.41954
748670,-2.43662
749293,-2.4818
749917,-2.36139
750542,-2.41102
751166,-2.29054
751792,-2.3528
752418,-2.41609
753044,-2.37132
753671,-2.29912
754299,-2.31971
754927,-2.25272
755556,-2.26511
756185,-2.2884
756814,-2.41757
757444,-2.42791
758075,-2.33754
758706,-2.3843
759338,-2.24917
759970,-2.34017
760603,-2.28429
761236,-2.43942
761870,-2.35308
762505,-2.33731
763140,-2.34191
763775,-2.3101
764411,-2.40023
765047,-2.29471
765684,-2.22608
766322,-2.43018
766960,-2.2992
767599,-2.36782
768238,-2.35091
768877,-2.3785
769518,-2.36549
770158,-2.34096
770800,-2.54655
771441,-2.26942
772084,-2.4986
772727,-2.35277
773370,-2.37072
774014,-2.41941
774659,-2.6373
775304,-2.27535
775949,-2.5589
776595,-2.34352
777242,-2.42677
777889,-2.40069
778537,-2.35793
779185,-2.49776
779834,-2.5347
780483,-2.50077
781133,-2.28592
781783,-2.54854
782434,-2.37695
783086,-2.44873
783738,-2.36497
784390,-2.46506
785044,-2.40216
785697,-2.47242
786351,-2.45311
787006,-2.45395
787661,-2.26407
788317,-2.48386
788974,-2.36354
789631,-2.56323
790288,-2.48329
790946,-2.39347
791605,-2.41439
792264,-2.60538
792923,-2.44036
793584,-2.52462
794244,-2.27536
794906,-2.58582
795568,-2.47908
796230,-2.68402
796893,-2.42874
797557,-2.67704
798221,-2.38976
798885,-2.58446
799551,-2.40859
800216,-2.51491
800883,-2.43259
801549,-2.4733
802217,-2.33445
802885,-2.50436
803553,-2.5753
804222,-2.50848
804892,-2.43789
805562,-2.41744
806233,-2.56593
806904,-2.49706
807576,-2.32716
808249,-2.44094
808922,-2.54607
809595,-2.43612
810269,-2.39628
810944,-2.60004
811619,-2.63557
812295,-2.47028
812971,-2.49238
813648,-2.42066
814326,-2.62501
815004,-2.44578
815682,-2.50038
816361,-2.63297
817041,-2.55979
817722,-2.63305
818402,-2.40391
819084,-2.44479
819766,-2.65291
820448,-2.53182
821132,-2.51075
821815,-2.43948
822500,-2.47116
823184,-2.48344
823870,-2.61883
824556,-2.53477
825242,-2.5757
825929,-2.44421
826617,-2.39467
827305,-2.61149
827994,-2.7179
828684,-2.55911
829374,-2.54866
830064,-2.73243
830755,-2.51664
831447,-2.66614
832140,-2.56284
832832,-2.58516
833526,-2.54378
834220,-2.52744
834914,-2.5141
835610,-2.61743
836305,-2.76918
837002,-2.51935
837699,-2.71327
838396,-2.64606
839094,-2.59673
839793,-2.62236
840492,-2.6466
841192,-2.63278
841892,-2.67055
842593,-2.62393
843295,-2.67315
843997,-2.44016
844700,-2.63972
845403,-2.48135
846107,-2.70519
846812,-2.59369
847517,-2.42206
848223,-2.65847
848929,-2.59185
849636,-2.50024
850343,-2.72413
851051,-2.59616
851760,-2.58648
852469,-2.695
853179,-2.54571
853889,-2.79473
854600,-2.72997
855312,-2.80167
856024,-2.73769
856737,-2.74163
857450,-2.7507
858164,-2.73251
858879,-2.56532
859594,-2.63526
860309,-2.61645
861026,-2.87532
861743,-2.44566
862460,-2.84347
863178,-2.86069
863897,-2.69517
864616,-2.77495
865336,-2.41071
866057,-2.80088
866778,-2.75018
867500,-2.69433
868222,-2.98547
868945,-2.71951
869668,-2.83444
870393,-3.015
871117,-2.60919
871843,-2.86777
872569,-2.82184
873295,-3.03399
874022,-2.6437
874750,-2.84906
875478,-2.88419
876207,-3.02613
876937,-2.43993
877667,-2.35763
878398,-2.85644
879129,-3.00886
879861,-2.59013
880594,-2.95299
881327,-2.38312
882061,-2.67915
882795,-2.92679
883530,-3.02274
884266,-3.21714
885002,-2.76887
885739,-2.54615
886477,-3.0521
887215,-2.66711
887954,-3.22646
888693,-3.00697
889433,-3.05718
890174,-3.11326
890915,-2.8682
891657,-3.34607
892399,-2.85146
893142,-3.10722
893886,-2.78415
894630,-2.92146
895375,-2.48009
896120,-2.75792
896867,-2.85023
897613,-3.22297
898361,-3.26618
899109,-2.51825
899857,-2.97373
900607,-2.65485
901357,-3.12584
902107,-3.13579
902858,-2.58851
903610,-2.98384
904362,-2.78914
905115,-3.20576
905869,-3.29472
906623,-2.90442
907378,-3.30378
908134,-2.889
908890,-2.73659
909647,-3.21483
910404,-2.75255
911162,-2.77264
911921,-2.99786
912680,-3.36227
913440,-3.22169
914201,-3.18742
914962,-3.12618
915724,-2.96149
916486,-3.22568
917249,-2.81599
918013,-2.90731
918777,-3.01944
919542,-2.86214
920308,-3.20335
921074,-2.74832
921841,-2.92295
922609,-2.738
923377,-2.91079
924146,-2.92021
924915,-3.14908
925685,-2.79264
926456,-3.04353
927228,-2.88259
928000,-2.88188
928772,-2.89482
929546,-2.93154
930320,-2.83865
931094,-2.84794
931870,-3.00778
932646,-3.10005
933422,-3.23654
934199,-3.47463
934977,-3.08704
935756,-3.15594
936535,-3.10689
937315,-2.99883
938095,-2.81684
938876,-3.52383
939658,-3.37371
940440,-3.05581
941223,-2.9974
942007,-2.95657
942791,-2.85112
943576,-3.11624
944362,-3.20702
945148,-2.99095
945935,-3.17529
946723,-3.14192
947511,-3.00309
948300,-3.0602
949090,-2.8603
949880,-2.86456
950671,-3.01899
951463,-3.05825
952255,-3.12103
953048,-3.2348
953841,-3.08096
954635,-3.2219
955430,-3.30128
956226,-3.00393
957022,-3.12123
957819,-3.00723
958616,-3.06405
959415,-2.97096
960214,-2.94536
961013,-2.77862
961813,-3.16371
962614,-2.90653
963416,-2.97837
964218,-3.18283
965021,-3.04393
965824,-2.93558
966628,-3.27735
967433,-3.06757
968239,-2.9846
969045,-3.04908
969852,-3.28814
970659,-2.92971
971468,-2.91155
972276,-3.04563
973086,-2.91952
973896,-3.05869
974707,-3.03452
975519,-3.08402
976331,-2.8093
977144,-3.24642
977958,-3.22074
978772,-2.9787
979587,-3.07147
980402,-3.03249
981219,-3.22988
982036,-3.05687
982853,-3.19849
983672,-3.29315
984491,-2.91628
985311,-3.19624
986131,-2.8371
986952,-2.80701
987774,-3.07195
988596,-3.49147
989420,-2.87922
990243,-2.93578
991068,-3.01224
991893,-3.01847
992719,-3.06949
993546,-2.86701
994373,-2.96848
995201,-2.84092
996029,-3.15021
996859,-3.10953
997689,-3.27994
998520,-3.35674
999351,-3.32434
1.00018e+06,-2.81065
1.00102e+06,-2.8969
1.00185e+06,-3.31345
1.00268e+06,-2.87864
1.00352e+06,-3.16111
1.00435e+06,-3.30362
1.00519e+06,-3.43241
1.00603e+06,-3.18334
1.00686e+06,-3.32564
1.0077e+06,-3.43647
1.00854e+06,-2.82445
1.00938e+06,-3.01992
1.01022e+06,-3.11734
1.01106e+06,-3.2062
1.01191e+06,-3.44859
1.01275e+06,-3.03649
1.01359e+06,-3.42038
1.01444e+06,-3.269
1.01528e+06,-3.19817
1.01613e+06,-3.44843
1.01697e+06,-3.02235
1.01782e+06,-3.045
1.01867e+06,-3.33316
1.01951e+06,-3.01431
1.02036e+06,-3.30203
1.02121e+06,-3.13244
1.02206e+06,-3.24142
1.02291e+06,-3.26159
1.02377e+06,-3.17029
1.02462e+06,-3.15113
1.02547e+06,-3.1104
1.02632e+06,-2.99863
1.02718e+06,-3.15474
1.02803e+06,-2.9756
1.02889e+06,-3.26106
1.02975e+06,-3.25238
1.0306e+06,-3.14873
1.03146e+06,-3.32044
1.03232e+06,-3.25191
1.03318e+06,-3.25066
1.03404e+06,-3.21095
1.0349e+06,-3.20536
1.03576e+06,-3.26867
1.03663e+06,-3.24441
1.03749e+06,-3.0913
1.03835e+06,-3.21749
1.03922e+06,-3.30146
1.04008e+06,-3.36596
1.04095e+06,-3.08664
1.04182e+06,-3.18672
1.04268e+06,-3.14265
1.04355e+06,-3.24647
1.04442e+06,-3.36064
1.04529e+06,-3.30071
1.04616e+06,-3.20279
1.04703e+06,-3.25313
1.0479e+06,-3.33125
1.04878e+06,-3.33984
1.04965e+06,-3.30875
1.05052e+06,-3.24938
1.0514e+06,-3.22789
1.05227e+06,-3.30597
1.05315e+06,-3.26718
1.05403e+06,-3.19692
1.0549e+06,-3.16847
1.05578e+06,-3.34739
1.05666e+06,-3.433
1.05754e+06,-3.30038
1.05842e+06,-3.29499
1.0593e+06,-3.11481
1.06019e+06,-3.27814
1.06107e+06,-3.33821
1.06195e+06,-3.36997
1.06284e+06,-3.37202
1.06372e+06,-3.4615
1.06461e+06,-3.38521
1.06549e+06,-3.42468
1.06638e+06,-3.35461
1.06727e+06,-3.276
1.06816e+06,-3.27736
1.06905e+06,-3.43565
1.06994e+06,-3.43232
1.07083e+06,-3.33896
1.07172e+06,-3.20336
1.07261e+06,-3.2474
1.0735e+06,-3.34037
1.0744e+06,-3.39812
1.07529e+06,-3.51705
1.07619e+06,-3.37391
1.07708e+06,-3.50597
1.07798e+06,-3.31129
1.07888e+06,-3.43082
1.07978e+06,-3.52732
1.08068e+06,-3.44905
1.08158e+06,-3.55834
1.08248e+06,-3.39953
1.08338e+06,-3.45283
1.08428e+06,-3.525
1.08518e+06,-3.61221
1.08609e+06,-3.64192
1.08699e+06,-3.40149
1.0879e+06,-3.61548
1.0888e+06,-3.41395
1.08971e+06,-3.51818
1.09062e+06,-3.47734
1.09152e+06,-3.50444
1.09243e+06,-3.67291
1.09334e+06,-3.54766
1.09425e+06,-3.41063
1.09516e+06,-3.49216
1.09608e+06,-3.44202
1.09699e+06,-3.41686
1.0979e+06,-3.39578
1.09882e+06,-3.40157
1.09973e+06,-3.40855
1.10065e+06,-3.61474
1.10156e+06,-3.55528
1.10248e+06,-3.57246
1.1034e+06,-3.34411
1.10432e+06,-3.48761
1.10524e+06,-3.53112
1.10616e+06,-3.52147
1.10708e+06,-3.39706
1.108e+06,-3.51452
1.10892e+06,-3.61297
1.10985e+06,-3.52219
1.11077e+06,-3.40397
1.11169e+06,-3.57553
1.11262e+06,-3.41617
1.11355e+06,-3.62581
1.11447e+06,-3.4846
1.1154e+06,-3.50769
1.11633e+06,-3.51034
1.11726e+06,-3.46192
1.11819e+06,-3.58236
1.11912e+06,-3.54701
1.12005e+06,-3.64679
1.12099e+06,-3.39378
1.12192e+06,-3.53392
1.12285e+06,-3.61572
1.12379e+06,-3.49639
1.12472e+06,-3.36171
1.12566e+06,-3.45813
1.1266e+06,-3.44918
1.12754e+06,-3.49565
1.12847e+06,-3.66587
1.12941e+06,-3.42445
1.13035e+06,-3.64187
1.1313e+06,-3.58989
1.13224e+06,-3.79029
1.13318e+06,-3.63919
1.13412e+06,-3.53207
1.13507e+06,-3.66856
1.13601e+06,-3.69998
1.13696e+06,-3.81787
1.13791e+06,-3.57808
1.13885e+06,-3.79307
1.1398e+06,-3.6044
1.14075e+06,-3.7165
1.1417e+06,-3.66389
1.14265e+06,-3.75524
1.1436e+06,-3.3408
1.14455e+06,-3.87734
1.14551e+06,-3.48326
1.14646e+06,-3.774
1.14742e+06,-3.60002
1.14837e+06,-3.70439
1.14933e+06,-3.68759
1.15028e+06,-3.44718
1.15124e+06,-3.70384
1.1522e+06,-3.73396
1.15316e+06,-3.59446
1.15412e+06,-3.84073
1.15508e+06,-3.54049
1.15604e+06,-3.73373
1.15701e+06,-3.95762
1.15797e+06,-3.77298
1.15893e+06,-3.72823
1.1599e+06,-3.6112
1.16086e+06,-3.71485
1.16183e+06,-4.12172
1.1628e+06,-3.74884
1.16377e+06,-3.40584
1.16474e+06,-3.60478
1.16571e+06,-3.32368
1.16668e+06,-3.64083
1.16765e+06,-3.64957
1.16862e+06,-3.48913
1.16959e+06,-4.07896
1.17057e+06,-3.52147
1.17154e+06,-3.51106
1.17252e+06,-4.1882
1.17349e+06,-3.5228
1.17447e+06,-3.6051
1.17545e+06,-3.70537
1.17643e+06,-3.32796
1.17741e+06,-4.16183
1.17839e+06,-3.919
1.17937e+06,-4.22617
1.18035e+06,-3.26298
1.18133e+06,-4.19786
1.18232e+06,-3.19794
1.1833e+06,-3.90212
1.18429e+06,-3.15043
1.18527e+06,-3.47403
1.18626e+06,-3.34065
1.18725e+06,-4.0824
1.18824e+06,-4.20504
1.18922e+06,-3.71772
1.19021e+06,-3.38922
1.19121e+06,-3.34931
1.1922e+06,-3.82256
1.19319e+06,-4.21063
1.19418e+06,-4.26553
1.19518e+06,-4.15646
1.19617e+06,-3.40905
1.19717e+06,-4.2145
1.19817e+06,-3.52494
1.19916e+06,-3.37878
1.20016e+06,-4.29016
1.20116e+06,-3.527
1.20216e+06,-3.47202
1.20316e+06,-3.66523
1.20416e+06,-3.9796
1.20517e+06,-4.38446
1.20617e+06,-3.93368
1.20717e+06,-4.18794
1.20818e+06,-3.79562
1.20919e+06,-3.60997
1.21019e+06,-4.51037
1.2112e+06,-4.33426
1.21221e+06,-4.23489
1.21322e+06,-3.64213
1.21423e+06,-3.73817
1.21524e+06,-3.64756
1.21625e+06,-3.4701
1.21726e+06,-3.78962
1.21828e+06,-3.55219
1.21929e+06,-3.6863
1.22031e+06,-3.61791
1.22132e+06,-3.91825
1.22234e+06,-3.57425
1.22336e+06,-4.2457
1.22438e+06,-3.62245
1.2254e+06,-3.69576
1.22642e+06,-4.1814
1.22744e+06,-4.19193
1.22846e+06,-3.84888
1.22948e+06,-3.74332
1.23051e+06,-3.74416
1.23153e+06,-3.71206
1.23256e+06,-3.90049
1.23358e+06,-3.91321
1.23461e+06,-3.89872
1.23564e+06,-3.81124
1.23667e+06,-3.86561
1.2377e+06,-3.86442
1.23873e+06,-3.93331
1.23976e+06,-4.01323
1.24079e+06,-3.81009
1.24182e+06,-3.95225
1.24286e+06,-3.8244
1.24389e+06,-3.88756
1.24493e+06,-3.88339
1.24596e+06,-3.52221
1.247e+06,-3.88381
1.24804e+06,-4.0817
1.24908e+06,-4.08264
1.25012e+06,-3.75251
1.25116e+06,-3.94822
1.2522e+06,-4.18412
1.25325e+06,-4.13575
1.25429e+06,-3.80508
1.25533e+06,-4.21378
1.25638e+06,-4.10706
1.25742e+06,-4.18625
1.25847e+06,-4.15739
1.25952e+06,-3.95948
1.26057e+06,-3.76429
1.26162e+06,-4.03898
1.26267e+06,-4.31631
1.26372e+06,-3.81799
1.26477e+06,-3.99768
1.26582e+06,-4.11291
1.26688e+06,-3.66813
1.26793e+06,-4.44493
1.26899e+06,-4.19561
1.27005e+06,-3.67067
1.2711e+06,-4.0813
1.27216e+06,-4.3576
1.27322e+06,-3.95446
1.27428e+06,-3.82766
1.27534e+06,-4.30444
1.2764e+06,-4.12947
1.27747e+06,-4.08947
1.27853e+06,-4.29764
1.2796e+06,-4.15454
1.28066e+06,-4.01877
1.28173e+06,-3.94751
1.28279e+06,-4.44805
1.28386e+06,-3.8674
1.28493e+06,-4.10463
1.286e+06,-3.74239
1.28707e+06,-4.16561
1.28814e+06,-4.10113
1.28922e+06,-3.90565
1.29029e+06,-3.9858
1.29136e+06,-4.34053
1.29244e+06,-4.09863
1.29352e+06,-3.65885
1.29459e+06,-4.21398
1.29567e+06,-4.07205
1.29675e+06,-4.3114
1.29783e+06,-4.1545
1.29891e+06,-4.27449
1.29999e+06,-4.01486
1.30107e+06,-4.23795
1.30216e+06,-3.86972
1.30324e+06,-4.3503
1.30433e+06,-4.0206
1.30541e+06,-4.03529
1.3065e+06,-4.32755
1.30759e+06,-4.17262
1.30868e+06,-4.48093
1.30977e+06,-4.1789
1.31086e+06,-3.94631
1.31195e+06,-4.33434
1.31304e+06,-4.09489
1.31413e+06,-4.15058
1.31523e+06,-4.23313
1.31632e+06,-4.17791
1.31742e+06,-3.9364
1.31852e+06,-4.5005
1.31961e+06,-4.15216
1.32071e+06,-4.13172
1.32181e+06,-4.20361
1.32291e+06,-4.03059
1.32401e+06,-4.39545
1.32512e+06,-4.60188
1.32622e+06,-3.83176
1.32732e+06,-3.88728
1.32843e+06,-3.97686
1.32954e+06,-4.56198
1.33064e+06,-4.38698
1.33175e+06,-3.86119
1.33286e+06,-3.96913
1.33397e+06,-4.17626
1.33508e+06,-3.79438
1.33619e+06,-4.05637
1.3373e+06,-4.04679
1.33842e+06,-4.10727
1.33953e+06,-4.37138
1.34065e+06,-4.24952
1.34176e+06,-4.19621
1.34288e+06,-4.58227
1.344e+06,-4.26415
1.34512e+06,-3.93242
1.34624e+06,-4.7307
1.34736e+06,-4.30103
1.34848e+06,-4.26002
1.3496e+06,-4.26951
1.35073e+06,-4.26801
1.35185e+06,-4.55043
1.35298e+06,-4.13106
1.3541e+06,-4.73804
1.35523e+06,-4.39049
1.35636e+06,-4.48894
1.35749e+06,-4.31139
1.35862e+06,-4.70052
1.35975e+06,-4.55119
1.36088e+06,-4.42343
1.36202e+06,-4.18671
1.36315e+06,-4.54102
1.36429e+06,-4.3872
1.36542e+06,-4.28308
1.36656e+06,-4.36104
1.3677e+06,-4.03719
1.36884e+06,-4.21109
1.36997e+06,-3.98965
1.37112e+06,-4.53813
1.37226e+06,-4.41188
1.3734e+06,-4.64577
1.37454e+06,-4.44354
1.37569e+06,-4.29301
1.37683e+06,-4.15361
1.37798e+06,-4.39123
1.37913e+06,-4.44207
1.38028e+06,-4.42744
1.38142e+06,-4.39597
